Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 25,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 33,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 63,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 63,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 2,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 3,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 6,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 101,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 32,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 6,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 63,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 63,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 2,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 3,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 6,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 114,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 5,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 64,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 63,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 63,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 2,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 3,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 6,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 119,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 50,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 50,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 32,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 63,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 63,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 2,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 3,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 6,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 110,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 31,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 5,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 63,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 63,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 2,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 3,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 6,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 117,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 4,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 3,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 32,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 38,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 110,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 39,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 40,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 99,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 36,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 70,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 20,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 102,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 15,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 84,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 10,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 116,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 6,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 78,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 2,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 63,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 63,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 63,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 2,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 3,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 6,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 111,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 64,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 117,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 29,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 63,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 63,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 2,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 3,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 6,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 105,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 28,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 31,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 63,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 63,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 2,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 3,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 6,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 116,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 30,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 36,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 63,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 63,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 2,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 3,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 6,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 117,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 35,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 28,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 63,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 63,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 2,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 3,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 6,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 109,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 27,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 30,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 63,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 63,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 2,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 0x7fffffe87fffffeL,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 62,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 3,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 6,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 84,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 29,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 76,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 35,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 35,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 76,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 2,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 85,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 4,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 101,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 36,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 36,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 7,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 116,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 6,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 8,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 69,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 36,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 36,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 9,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 85,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 8,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 10,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 82,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 9,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 11,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 84,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 10,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 12,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 101,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 37,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 37,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 13,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 115,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 12,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 14,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 108,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 13,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 15,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 97,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 14,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 16,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 102,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 15,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 17,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 69,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 37,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 37,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 18,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 83,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 17,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 19,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 76,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 18,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 20,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 65,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 19,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 21,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 70,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 20,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 22,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 112,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 50,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 50,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 23,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 109,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 22,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 24,854
agrest,io.agrest.exp.parser,AgExpressionParserTokenManager,jjMoveNfa_0,Magic Number,The method contains a magic number: 97,854
